"Country","Region","Infant_deaths","Under_five_deaths","Adult_mortality","Alcohol_consumption","BMI","Incidents_HIV","Population_mln","Thinness_ten_nineteen_years","Thinness_five_nine_years","Schooling","Life_expectancy"
"Tunisia","Africa",22,26.1,107.7635,1.15,25.3,0.01,9.87,6.5,6.4,5.2,73.6
"Zimbabwe","Africa",51.1,93.8,703.677,1.93,23.3,11.96,11.92,1.6,1.7,6.7,44
"Azerbaijan","Asia",23.3,26.3,124.897,0.51,26.9,0.05,9.65,2.8,2.9,10.7,72.3
"Sao Tome and Principe","Central America and Caribbean",45,65.6,214.3245,6.7,23.8,0.89,0.15,7.4,7.4,4.4,63.4
"Nigeria","Africa",79.3,126.4,356.2145,4.51,23.2,0.58,181.14,9.8,9.7,6,53.1
"Thailand","Asia",9.3,10.8,148.889,6.95,24.3,0.16,68.71,7.7,7.7,7.6,76.1
"Albania","Rest of Europe",16.6,18.5,83.5945,5.17,25.7,0.03,2.99,1.7,1.8,9.2,75.4
"Romania","European Union",8.3,9.9,130.962,9.48,26.6,0.04,19.91,2.6,2.8,10.9,74.9
"Equatorial Guinea","Africa",87.4,124.4,336.8925,8.31,23.3,4.21,0.82,9.5,9.5,5.4,54.8
"Brunei Darussalam","Asia",8.2,10.3,106.3215,0.35,25.3,0.1,0.33,6.8,6.3,8.3,73.1
"Eswatini","Africa",58.8,109,588.7775,6.26,26,18.94,1.04,6.9,7.1,5.1,42.7
"Egypt, Arab Rep.","Africa",29.3,35.7,170.095,0.15,28.2,0.13,75.52,3.2,3.2,5.6,69.4
"Zambia","Africa",46.6,71.1,316.2765,2.98,22.4,5,14.93,6.4,6.2,6.8,59.7
"Kenya","Africa",53.2,85.4,459.654,1.5,22.2,3.71,34.68,8.8,8.8,5.6,52.4
"Haiti","Central America and Caribbean",54.1,71.9,246.6045,2.69,25.1,0.71,10.55,3.9,3.9,5.1,62.1
"Rwanda","Africa",38.8,54.9,220.852,6.43,21.8,0.84,10.55,6.1,6.1,3.7,65.4
"Iceland","Rest of Europe",1.9,2.4,53.1585,6.8,26.1,0.05,0.32,1,0.9,11.9,82.1
"Sierra Leone","Africa",114.2,174.9,440.0625,3.83,22.5,1.21,6.13,8.7,8.7,2.9,47.5
"Qatar","Middle East",7,8.1,57.076,1.01,29,0.06,2.46,5.2,4.8,9.8,79.6
"Switzerland","Rest of Europe",3.9,4.5,54.1965,9.99,25.1,0.06,7.91,0.5,0.3,13.3,82.7
"Kenya","Africa",45.7,72,374.103,0.86,22.5,2.92,37.65,8.5,8.4,5.9,56.1
"Mongolia","Asia",16.6,19.4,212.841,8.35,26.1,0.01,3,2.2,2.3,10.1,69.1
"Central African Republic","Africa",106.1,160.8,523.723,1.57,22,3.05,4.04,9.7,9.7,3.3,44.7
"Grenada","Central America and Caribbean",12.5,14.8,171.547,9.89,25.7,0.4,0.1,4,4.1,7.6,73
"Gabon","Africa",51.2,79.6,328.5085,8.29,23.9,3.33,1.29,7.7,7.5,6.5,57.8
"Mauritania","Africa",68.3,110.8,225.6,0.004,24,0.42,2.86,1.3,1.1,3.2,61
"Portugal","European Union",3,3.6,73.283,10.34,25.7,0.12,10.36,0.7,0.5,9.1,81.1
"Myanmar","Asia",63.4,98.4,216.1595,0.79,21.9,0.39,49.93,13.2,13.4,3.9,62.7
"Algeria","Africa",22.5,26.2,100.2005,0.43,25.2,0.03,37.38,5.9,5.8,7.6,75.4
"Tanzania","Africa",45.5,68.4,301.7985,7.09,22.9,2.4,45.67,7,6.9,5.1,59.5
"Colombia","South America",15.2,17.7,145.9445,4.3,25.8,0.22,45.66,2.2,2,7.5,75.7
"Tanzania","Africa",58.5,93.9,395.016,5.74,22.5,3.41,38.45,7.7,7.6,4.8,54.3
"Comoros","Africa",58.9,79.4,234.8335,0.11,24,0.01,0.72,6.9,6.7,4.6,62.6
"Togo","Africa",52.2,78.3,275.155,1.25,23.4,0.72,7.14,6.6,6.4,4.7,59.6
"Ireland","European Union",3.6,4.3,73.9955,10.93,27.1,0.07,4.54,0.3,0.2,12.1,80.2
"Jordan","Middle East",21.4,25.3,127.8375,0.51,28,0.13,5.32,3.9,3.9,9.6,72.1
"Netherlands","European Union",3.5,4.1,60.819,8.59,25.5,0.05,16.8,1,0.9,12.1,81.3
"Cyprus","European Union",5.2,6,67.9315,10.16,26.3,0.03,0.96,0.9,1,10.1,78.1
"Belgium","European Union",3.9,4.7,86.1695,13.43,25.8,0.08,10.63,0.8,0.8,11.1,79.8
"Lithuania","European Union",8.6,10.7,197.9555,9.87,26,0.04,3.5,3.4,3.4,10.7,72
"Liberia","Africa",66.9,92,252.3375,3.74,24,3.5,4.25,6.8,6.7,4.4,61.2
"Ukraine","Rest of Europe",9.6,11.2,203.8,8.74,26.3,0.26,45.71,2.4,2.5,11.3,70.8
"Gambia, The","Africa",58.1,104.2,295.754,3.37,22.3,1.59,1.4,9.8,9.8,2.1,56.8
"Suriname","South America",22.2,25,187.5935,4.69,25.9,0.75,0.51,3.5,3.4,7.7,69.6
"Slovenia","European Union",2.5,3.1,81.406,10.61,26.2,0.02,2.05,1.6,1.6,12.2,80
"Brazil","South America",25.1,28.4,174.611,6.84,25.1,0.25,181.81,3.3,3.3,6.2,71.2
"Somalia","Africa",98.7,161.9,328.7635,0,22.7,0.13,11.72,7.1,6.9,2.1,53.7
"Guinea","Africa",81.5,130.4,311.2915,0.15,22.3,1.09,9.31,9.1,9.1,1.6,54.1
"Sao Tome and Principe","Central America and Caribbean",23.7,30.2,195.5055,5.65,24.6,0.22,0.19,5.9,5.7,5.1,68.3
"New Zealand","Oceania",4.8,5.8,66.5335,9.12,27.8,0.03,4.44,0.3,0.3,12.1,81.4
"Saudi Arabia","Middle East",15.8,18.5,104.079,0.057,27.7,0.13,22.46,7.2,7.3,7.1,73.1
"Guinea-Bissau","Africa",82.5,132.2,296.2785,3.22,22.8,2.81,1.41,8.7,8.6,2.3,53.1
"Canada","North America",4.9,5.6,67.445,8.3,26.9,0.1,34.71,0.5,0.5,12.8,81.6
"Maldives","Asia",8.4,9.8,68.362,1.26,25.3,0.17,0.45,13.6,13.6,6.3,77.7
"Lesotho","Africa",71.9,94.2,518.279,2.75,24.9,10.88,2.04,5.8,5.6,6.1,49.9
"Comoros","Africa",54.4,72.3,227.2735,0.14,24.3,0.01,0.78,6.7,6.5,4.8,63.5
"Trinidad and Tobago","Central America and Caribbean",17.3,19.3,168.7145,5.97,27.5,0.4,1.37,5.7,5.9,10.8,72.9
"Mauritania","Africa",66.1,106.1,219.9,0.011,24.3,0.32,3.11,9.6,9.4,3.4,61.6
"Burundi","Africa",66.5,103.6,333.529,4.8,21.2,0.61,8.13,7.9,7.9,2.5,55.7
"United Arab Emirates","Middle East",6.5,7.6,68.5765,2.12,28.4,0.13,9.26,5.3,5.1,10.6,77.3
"Latvia","European Union",6.9,8.3,185.722,9.85,26.2,0.2,2.14,2.3,2.3,12.3,73.1
"Timor-Leste","Oceania",53.6,64.4,167.5715,0.085,20.6,0.07,1.07,11.6,11.6,4.4,66.8
"Sri Lanka","Asia",13.4,15.5,140.0585,1.62,21.7,0.02,19.06,15.4,15.6,10.2,73.1
"Brazil","South America",18.4,20.6,159.6305,6.83,25.6,0.25,192.03,3,3,6.7,73
"Moldova","Rest of Europe",16.3,19,229.8025,7.94,26.4,0.42,2.88,3.1,3.3,10.6,68
"Costa Rica","Central America and Caribbean",8.6,9.9,90.369,3.17,27,0.18,4.69,1.8,1.7,8.5,79.1
"Slovak Republic","European Union",6.1,7.4,134.367,11.87,25.9,0.01,5.38,1.3,1.4,11.2,74.7
"Slovenia","European Union",4.1,4.9,115.2275,9.87,25.5,0.02,1.99,2.1,2.2,11.5,76
"Costa Rica","Central America and Caribbean",9.7,11.1,94.6415,4.25,26.5,0.16,4.4,1.9,1.9,8.1,78.4
"Libya","Africa",17.3,20.2,130.9605,0.007,27.4,0.09,5.97,5.5,5.4,6.8,72.2
"Mexico","North America",18.2,21.3,121.657,4.24,27.3,0.15,109.17,1.7,1.7,8,75.3
"Papua New Guinea","Oceania",45.9,59.3,236.9375,0.78,24.9,0.36,7.14,1.4,1.3,3.9,61.7
"Peru","South America",27.2,35.3,151.0545,4.09,25.1,0.19,26.8,1.4,1.4,8.1,71.5
"Latvia","European Union",5.1,6,167.92,10.43,26.5,0.26,2.01,2.2,2.2,12.7,74
"Uzbekistan","Asia",34.8,40.1,176.2165,1.81,25.5,0.13,26.49,3.2,3.2,9.9,68.7
"Slovenia","European Union",2.4,2.9,80.7685,10.95,26.2,0.02,2.06,1.5,1.5,11.7,80.1
"Lao PDR","Asia",66.1,90.8,249.926,3.54,21.5,0.15,5.66,1.1,1.2,4.2,61.1
"Uzbekistan","Asia",37.4,43.4,179.348,1.76,25.3,0.12,26.17,3.2,3.2,9.8,68.4
"Malaysia","Asia",6.9,8.1,127.3235,0.52,25,0.17,28.21,8.2,8,9.8,74.5
"Portugal","European Union",3,3.7,83.842,10.86,25.8,0.15,10.56,0.7,0.5,8.3,80.5
"Honduras","Central America and Caribbean",26.6,32.1,165.7915,2.87,25.2,0.29,7.11,2.6,2.5,4.6,71.5
"Samoa","Oceania",16.5,19.3,143.1185,3.85,31.2,0.17,0.18,0.2,0.2,9.7,70.9
"Algeria","Africa",22.9,26.7,102.167,0.4,25.1,0.02,36.66,5.9,5.8,7.4,75.2
"Burkina Faso","Africa",70.3,126.9,285.488,5.52,21.7,0.35,15.14,9.3,8.8,1.4,56.4
"Guinea-Bissau","Africa",102.1,168.4,304.195,2.75,22.2,3.31,1.23,1,1,2.3,50.7
"Philippines","Asia",24.8,31.7,206.525,4.73,22.7,0.05,93.97,1,9.7,8.9,69.8
"France","European Union",3.9,5.3,99.592,14.15,24.9,0.11,61.36,0.7,0.6,10,79.2
"Malawi","Africa",52.4,84.2,390.2415,1.69,22.5,4.4,14.54,6.8,6.7,4.3,55.6
"Antigua and Barbuda","Central America and Caribbean",11.5,14.1,150.412,6.91,25.4,0.1,0.08,3.5,3.5,9,74.6
"Grenada","Central America and Caribbean",12.6,15,174.2165,10.99,25.5,0.4,0.1,4.1,4.1,7.4,72.9
"Congo, Rep.","Africa",68,106.2,422.489,0.9,22.2,2.36,3.31,9.3,8.9,5.7,53.1
"Tajikistan","Asia",58.4,71,167.8915,0.8,24.3,0.01,6.43,4,4,10.6,63.7
"Angola","Africa",67.4,105.1,252.352,7.83,23,1.21,25.11,8.8,8.6,4.8,57.2
"Jordan","Middle East",20.2,23.9,124.424,0.5,28.1,0.13,5.58,3.9,3.8,9.7,72.4
"Cuba","Central America and Caribbean",4.8,6.1,93.229,4.33,25.4,0.16,11.26,3.4,3.2,10.8,78.4
"South Africa","Africa",31,41.5,400.445,7.22,27.1,8.52,52.83,6,7.3,9.8,60.1
"Israel","Middle East",4.5,5.6,69.3715,2.46,26.6,0.08,6.93,1.1,1.1,12.3,80.2
"Portugal","European Union",3.9,5,98.033,12.26,25.7,0.19,10.48,0.7,0.6,7.4,77.7
"Iceland","Rest of Europe",1.9,2.4,55.2385,7.01,26.2,0.05,0.33,1,0.9,12.2,82.9
"Seychelles","Africa",11.8,13.7,166.0905,6.6,25.8,3.5,0.08,6,6.4,7.7,72.1
"Gambia, The","Africa",48.6,80.3,279.9295,2.98,23.1,1.34,1.69,8.6,8.5,2.6,59
"Libya","Africa",22.7,26.5,141.7245,0.002,27,0.06,5.53,5.6,5.4,5.9,71.2
"Congo, Dem. Rep.","Africa",92.8,131.4,304.8745,2.68,21.2,0.74,56.58,11.3,11.1,4.5,54.4
"Cabo Verde","Africa",17.9,21,127.3355,4.31,24.4,0.26,0.52,6.8,6.7,5.8,71.9
"Ukraine","Rest of Europe",15.7,18.3,256.5475,6.95,25.7,0.67,49.18,3,3.1,10.7,67.7
"Djibouti","Africa",69.4,86.1,299.0395,1.03,23.7,0.62,0.79,5.8,5.7,3.8,58.3
"Germany","European Union",4.4,5.4,94.405,12.91,25.8,0.08,82.21,1.2,1.2,11.2,77.9
"Kenya","Africa",37.4,52.3,233.9175,1.53,23.1,1.54,45.52,7.9,7.7,6.3,63.4
"Bolivia","South America",36.7,46.9,208.323,3.51,25.6,0.18,9.72,1.3,1.1,7.6,66.9
"Uganda","Africa",38.9,55.7,311.7215,7.44,22.4,2.08,38.23,5.6,5.6,5.7,61.4
"Latvia","European Union",9.2,11.2,213.151,8.81,25.9,0.16,2.26,2.5,2.6,11.7,72
"Romania","European Union",16.5,19.4,165.474,11.77,25.3,0.05,21.45,3.4,3.9,9.9,71.6
"Cambodia","Asia",56.9,70.7,228.9875,0.9,21,0.4,13.07,11.6,11.7,3.5,62.2
"Bahrain","Middle East",10.7,12.5,88.5395,1.97,25.5,0.05,0.66,6.2,6,8.3,74.4
"Uruguay","South America",9.3,10.7,111.704,5.99,26.7,0.24,3.36,1.5,1.5,8.4,76.8
"Turkiye","Middle East",19.2,22.5,123.188,1.37,27.2,0.08,69.58,5,4.8,6.2,73.2
"South Africa","Africa",32.1,45.6,424.9215,7.17,27,9.01,52,6.6,8,9.9,58.9
"Chile","South America",8.7,10.3,106.8675,6.1,26.7,0.14,15.52,1,1,9,76.6
"Madagascar","Africa",58,88.5,266.172,0.8,20.8,0.05,17.8,8.2,8.1,5.5,60.8
"Guatemala","Central America and Caribbean",24.6,29.5,165.9155,1.69,26.4,0.03,15.31,1.2,1.2,6.4,72.9
"Gambia, The","Africa",45.8,73.6,274.965,2.82,23.4,1.21,1.79,8.2,8.1,2.8,59.6
"United States","North America",6.1,7.2,105.032,8.66,28.6,0.13,311.58,0.7,0.6,13.3,78.6
"Samoa","Oceania",16.4,19.1,119.683,2.1,31.7,0.17,0.19,0.2,0.1,10.2,72.1
"Lao PDR","Asia",58.7,79.1,231.569,5.03,21.8,0.17,5.94,9.7,9.8,4.4,62.7
"Australia","Oceania",4.9,5.9,69.879,9.97,26.5,0.05,19.9,0.7,0.7,11.8,80.2
"Kenya","Africa",41.4,63.5,324.2835,1.32,22.7,2.33,39.79,8.3,8.2,6,58.8
"Singapore","Asia",2.2,2.8,53.8245,1.86,23.6,0.09,5.4,2.2,2.2,11.4,82.2
"Togo","Africa",68,106.3,331.999,1.61,22.5,1.93,5.47,8.6,8.5,4.2,54.2
"Djibouti","Africa",57.8,70.1,256.191,0.36,23.9,0.29,0.88,5.6,5.4,4,62.2
"Saudi Arabia","Middle East",18.8,22,109.984,0.054,27.6,0.13,20.66,7.3,7.4,6.7,72.6
"Eswatini","Africa",49.5,62.5,451.479,7.36,26.6,15.83,1.09,4.5,4.6,6.3,51.7
"Eritrea","Africa",44.5,64.6,324.3455,1.29,20.4,0.35,2.92,9.3,9.3,3.7,59.5
"Gabon","Africa",37.2,52.8,244.635,8.21,25.1,1.24,1.88,6.1,6,8.1,64.3
"Bangladesh","Asia",49.4,64.6,153.489,0.0004,20.6,0.01,139.04,19.9,2.5,4.5,67.8
"Greece","European Union",3.5,4,73.7325,7.48,27.1,0.1,11.1,0.8,0.7,10.3,80.7
"Armenia","Rest of Europe",20,22.5,144.2585,3.99,25.9,0.08,2.96,2,2.1,10.9,72.7
"Indonesia","Asia",41,52.2,190.7545,0.063,21.6,0.06,211.51,11,11.2,6.7,65.8
"Pakistan","Asia",65.4,80.6,162.208,0.03,23.7,0.13,191.26,19.6,2,4.9,66.1
"Vietnam","Asia",19.1,23.9,134.8,1.51,20.7,0.21,85.42,14.9,15.8,6.8,74.5
"United Kingdom","Rest of Europe",4.3,5,71.514,9.8,27,0.08,63.26,0.8,0.5,13,81
"Morocco","Africa",33.6,39.3,104.479,0.48,25.1,0.05,30.8,6.4,6.3,4,72.4
"Costa Rica","Central America and Caribbean",9.2,10.5,92.078,3.74,26.8,0.18,4.58,1.8,1.8,8.3,78.8
"Brazil","South America",26.8,30.4,177.768,7.02,25,0.25,179.54,3.3,3.3,6,70.8
"Hungary","European Union",4.7,5.6,133.9655,10.73,27,0.08,9.89,1.7,1.7,12,75.6
"Albania","Rest of Europe",24.1,27.2,94.6955,3.92,25.2,0.01,3.09,2.1,2.2,8.8,74
"Congo, Rep.","Africa",40.7,57.9,284.405,1.9,22.9,2.04,4.51,7.9,7.5,6.2,61.4
"Chile","South America",9.2,10.9,108.8855,6.24,26.6,0.15,15.34,1.1,1.1,8.8,76.4
"Antigua and Barbuda","Central America and Caribbean",12.3,15.1,154.2495,6.85,25.2,0.1,0.08,3.6,3.5,8.9,74.2
"Tajikistan","Asia",62.9,77.2,173.3405,0.8,24.2,0.01,6.32,4.1,4.1,10.6,62.8
"Solomon Islands","Oceania",24.4,29.3,196.3945,1.13,25.3,0.17,0.47,1.3,1.3,4.8,69.2
"Kiribati","Oceania",50,65.5,211.21,0.55,29.3,0.17,0.1,0.2,0.1,7.5,65
"Afghanistan","Asia",77.3,108.4,278.3395,0.016,22.2,0.02,25.65,19.3,19.5,2.6,58.3
"Sao Tome and Principe","Central America and Caribbean",18.5,23.1,191.586,5,24.7,0.15,0.2,5.5,5.3,5.6,69.4
"Myanmar","Asia",55.8,74.5,222.7865,0.67,21.8,0.44,49.3,13.2,13.5,3.7,61.9
"Belarus","Rest of Europe",3.3,4.3,175.6015,11.29,26.5,0.23,9.45,1.9,2,12.1,73
"Albania","Rest of Europe",9.3,10.4,78.243,4.28,26.4,0.03,2.9,1.3,1.4,9.7,77.6
"Yemen, Rep.","Middle East",52.3,69.1,245.522,0.038,22.9,0.02,20.69,13.9,13.8,2,64
"St. Lucia","Central America and Caribbean",15.7,18.3,167.83,13.78,27.4,0.4,0.16,4.4,4.4,7.3,73.8
"Zimbabwe","Africa",42.9,62.7,386.5745,4.22,23.8,4.29,13.59,5.9,5.7,8.2,58.4
"Kyrgyz Republic","Asia",26.1,29.5,198.813,6.02,25.8,0.16,5.45,3.2,3.3,10.6,69.3
"Nicaragua","Central America and Caribbean",18.7,22,154.948,3.6,26.9,0.11,5.98,1.8,1.7,6.3,73
"Australia","Oceania",5,6.1,73.7145,9.53,26.3,0.04,19.41,0.7,0.7,11.9,79.6
"Turkiye","Middle East",30.9,37.9,145.7185,1.66,26.7,0.08,63.24,5.3,5.2,5.5,70
"Pakistan","Asia",62.1,76,160.141,0.04,23.9,0.13,199.43,19.2,19.6,5.1,66.6
"Bhutan","Asia",42.3,54.1,245.7,0.28,22.9,0.21,0.66,17.5,18.3,2.3,66
"Montenegro","Rest of Europe",12.5,14.2,138.1465,10.25,25.2,0.01,0.6,2.6,2.7,10.3,73.2
"Finland","European Union",2.4,2.9,83.0505,9.81,26,0.08,5.39,0.9,0.8,12.3,80.5
"Qatar","Middle East",7.8,9.1,59.613,1.07,28.5,0.05,1.86,5,4.6,8.4,79.1
"Paraguay","South America",20.2,23.8,146.917,5.62,26.4,0.14,6.51,2,1.9,8.3,73.3
"Serbia","Rest of Europe",9.9,11.5,150.293,9.2,25.4,0.01,7.5,2.7,2.8,9.7,72.3
"Cote d'Ivoire","Africa",83.4,122,438.23,0.81,23.2,2.12,18.75,7,6.9,3.8,50.6
"China","Asia",13.6,17,95.1415,4.88,23.1,0.1,1331.26,4.4,3.8,7.1,74.1
"Cameroon","Africa",61.6,96.7,351.1035,6.56,24.2,1.31,22.08,5.8,5.8,5.9,56.6
"Thailand","Asia",9.7,11.3,150.71,6.91,24.2,0.17,68.44,7.8,7.8,7.6,75.7
"Philippines","Asia",23.7,30.1,201.364,4.61,23,0.09,100.51,1,9.7,9.2,70.5
"Somalia","Africa",104.4,172.7,347.234,0,22.3,0.13,9.82,7.7,7.5,2.1,51.8
"Haiti","Central America and Caribbean",66.7,91.8,292.919,3.58,23.8,1.22,9.05,4.5,4.5,4.2,58.3
"Oman","Middle East",9.8,11.4,94.4245,0.49,26.1,0.05,3.5,7,6.8,8.6,76.1
"Azerbaijan","Asia",32.5,37.3,135.9235,0.99,26.4,0.09,9.05,2.8,2.9,10.7,70.9
"Italy","European Union",3.7,4.3,62.934,8.44,25.6,0.09,58.14,0.5,0.5,9.3,81.3
"Montenegro","Rest of Europe",12,13.6,138.1465,10.22,25.3,0.02,0.61,2.5,2.6,10.3,73.2
"Seychelles","Africa",12,13.9,158.361,6.68,26.1,3.5,0.09,5.9,6.3,8,73.2
"Barbados","Central America and Caribbean",14.1,15.3,110.5555,8.63,27.1,0.45,0.28,3.9,3.9,9.3,78.2
"Congo, Dem. Rep.","Africa",97.5,140.9,318.9535,2.03,21.1,0.83,53.07,11.7,11.5,4.1,52.9
"Lao PDR","Asia",73.9,103.1,268.307,3.14,21.2,0.14,5.41,1.4,1.5,4,59.4
"Japan","Asia",2.7,3.6,66.533,7.48,22.6,0.17,127.85,1.7,1.5,11.2,82.3
"Brazil","South America",16.7,18.6,154.9275,7.16,25.8,0.25,195.71,2.9,2.9,6.9,73.6
"Poland","European Union",6.1,7,142.313,10.39,25.9,0.08,38.12,2.2,2.4,11.8,75.2
"Tunisia","Africa",14.9,17.3,92.8345,1.48,26.2,0.04,11.06,6.5,6.4,6.9,75.7
"Moldova","Rest of Europe",14,16.3,174.6775,8.48,26.8,0.37,2.86,2.7,2.9,11.6,71
"Peru","South America",17.1,22,135.759,4.95,25.8,0.17,28.56,1.2,1.2,8.4,73.8
"Bhutan","Asia",40.1,50.8,238.1335,0.15,23,0.19,0.66,17.3,18.1,2.3,66.7
"Bosnia and Herzegovina","Rest of Europe",8.2,9.3,115.273,4.08,24.9,0.08,3.76,3.1,3.1,7.2,74.8
"United Arab Emirates","Middle East",8.4,9.8,83.893,2.68,27.5,0.13,4.59,5.1,4.9,9.1,75.4
"Qatar","Middle East",9.3,10.8,65.436,1,28,0.04,0.75,4.8,4.5,8.4,78.1
"Madagascar","Africa",48.6,72,248.135,0.83,21,0.12,20.57,7.7,7.6,5.9,62.9
"St. Lucia","Central America and Caribbean",15.6,18.4,177.7395,12.8,26.9,0.4,0.16,4.5,4.5,7,73.3
"Finland","European Union",3.2,3.9,98.807,9.89,25.9,0.08,5.23,0.9,0.8,11.9,78.7
"Lebanon","Middle East",13.1,15.2,84.8885,1.87,26.7,0.03,4.57,4.7,4.6,7.5,76.4
"Madagascar","Africa",47.1,69.3,242.9055,0.96,21.1,0.14,21.15,7.6,7.5,6,63.4
"India","Asia",38.8,49,182.8295,3.03,21.6,0.08,1280.84,26.8,27.5,5.8,67.9
"Somalia","Africa",88.4,143,316.669,0,23,0.13,13.06,6.8,6.6,2.1,55.1
"Eritrea","Africa",34.9,47.9,261.8635,1.03,20.6,0.13,3.41,8.5,8.3,3.9,64.2
"Eritrea","Africa",41.5,59.4,304.7255,0.66,20.5,0.29,3.06,9.1,9.1,3.8,61
"Netherlands","European Union",3.6,4.3,63.881,8.95,25.5,0.06,16.69,1,0.9,12,81.2
"Paraguay","South America",25.6,30.8,162.571,5.17,25.4,0.18,5.73,2.3,2.2,7.1,71.5
"Benin","Africa",78.2,124.4,275.3955,1.25,22.5,0.84,7.75,8.9,8.8,2.7,56.9
"China","Asia",9,11.6,84.358,5.65,23.6,0.1,1371.86,3.7,3,7.6,75.6
"Bhutan","Asia",52.2,68.9,275.964,0.3,22.4,0.24,0.62,18.6,19.4,2.3,62.7
"Estonia","European Union",4.7,6,184.639,17.47,26,0.08,1.34,2,2.1,12.2,72.8
"Ghana","Africa",38.8,54.6,244.6325,1.75,23.9,0.84,27.85,6.2,6.1,6.9,62.8
"Mauritius","Africa",14.4,16.6,166.862,3.91,24.6,1.2,1.2,7.9,7.9,6.6,72
"Afghanistan","Asia",64.2,87.8,250.135,0.02,22.7,0.02,29.19,18.4,18.4,3.2,61
"Philippines","Asia",24.5,31.3,205.572,4.85,22.8,0.05,95.57,1,9.7,9,70
"Mongolia","Asia",19.4,22.8,219.993,7.53,25.7,0.02,2.82,2.2,2.3,9.9,68.2
"Malawi","Africa",48.8,77.6,357.892,1.88,22.6,4,14.96,6.7,6.6,4.3,57.2
"Finland","European Union",2,2.5,68.8685,8.52,25.9,0.08,5.48,0.9,0.8,12.4,81.5
"Czechia","European Union",3.9,4.8,120.2325,13.87,26.6,0.08,10.19,2.2,2.2,11.4,75.2
"Fiji","Oceania",19,22.3,218.489,2.35,26.4,0.03,0.81,4.3,4,9.5,65.9
"Afghanistan","Asia",53.2,70.4,227.735,0,23.3,0.03,34.41,17.2,17.3,3.6,63.4
"Belize","Central America and Caribbean",13.2,15.3,174.4925,6.71,28.9,0.4,0.36,3.5,3.4,10.5,74
"Tajikistan","Asia",39.7,46.3,149.14,0.56,25,0.13,7.21,3.8,3.8,11,67.9
"Mozambique","Africa",83.2,126.2,410.7595,0.59,22,3.5,21.08,3.8,3.7,2.9,50.6
"Cuba","Central America and Caribbean",5.9,7.4,101.699,4.48,24.9,0.14,11.26,3.4,3.3,9.9,77.7
"Romania","European Union",15.5,18.1,162.285,9.63,25.4,0.04,21.32,3.3,3.8,10.1,71.9
"Burkina Faso","Africa",61.2,104.5,262.583,6.93,22,0.2,17.59,8.2,7.7,1.4,59.5
"Botswana","Africa",43.9,78.3,587.989,6.43,23.8,16.5,1.7,11.4,11.3,7.9,50.2
"Suriname","South America",27.5,31.2,210.4495,4.46,25.4,1.01,0.47,3.6,3.6,7.7,67.8
"Vietnam","Asia",18.5,23.2,132.423,1.97,20.9,0.18,87.09,14.6,15.5,8,74.7
"Oman","Middle East",11.4,13.2,115.264,0.59,25.6,0.05,2.45,7.1,6.8,6.6,73.9
"Vanuatu","Oceania",23.9,28.6,153.7735,1.01,25.8,0.17,0.22,1.6,1.5,6.6,68.7
"Vietnam","Asia",23.5,29.8,139.3635,0.71,19.9,0.25,79.91,15.8,16.4,5.4,73
"Belarus","Rest of Europe",5.6,7.3,224.272,13.91,26.2,0.19,9.56,2.2,2.3,10.6,70.2
"Cameroon","Africa",66.6,105.8,359.557,5.9,24,1.73,20.91,6,6,5.5,55.6
"Iran, Islamic Rep.","Middle East",26.7,32.2,143.8085,0.012,25.2,0.13,67.28,7.6,7.7,6.5,70.9
"Kuwait","Middle East",8.9,10.4,68.3055,0,29,0.13,2.99,3.3,3.2,6.8,74.4
"Gabon","Africa",47.7,73.6,314.8255,7.56,24.3,2.59,1.39,7.2,7.1,6.9,58.2
"Belarus","Rest of Europe",3.9,5.2,225.4045,14.5,26.4,0.23,9.46,2,2.1,12,70.6
"Iraq","Middle East",28.7,34.9,175.9375,0.16,28,0.13,29.74,5.3,5.1,6.4,68.6
"Bulgaria","European Union",14.4,17.5,161.911,10.26,25.3,0.02,8.17,2.5,2.5,9.5,71.7
"Guinea-Bissau","Africa",79.1,126.1,293.3925,3.01,22.9,2.73,1.45,8.5,8.4,2.4,53.6
"Kuwait","Middle East",10,11.6,83.6915,0.018,28.6,0.13,2.2,3.2,3,6.1,73.4
"Mongolia","Asia",30.5,37.4,249.112,4.59,24.9,0.02,2.56,2.2,2.4,8.8,65.5
"Pakistan","Asia",63.8,78.3,161.1745,0.04,23.8,0.13,195.31,19.4,19.8,5.1,66.4
"Mongolia","Asia",25.9,31.2,240.3135,8.92,25.2,0.02,2.63,2.2,2.3,9,66.4
"Luxembourg","European Union",2.3,2.8,66.33,11.74,26.1,0.1,0.52,0.9,0.9,11.8,81
"Bahamas, The","Central America and Caribbean",13.6,15.9,170.07,8.75,27.4,0.49,0.35,2.5,2.5,10.9,72.1
"Lebanon","Middle East",15.1,17.5,92.6345,2.06,26.5,0.02,4.18,4.8,4.7,7.5,75.5
"Bhutan","Asia",54.8,72.9,283.9275,1.42,22.3,0.23,0.6,18.9,19.6,2.3,61.8
"Madagascar","Africa",55.9,84.8,263.646,0.74,20.9,0.06,18.34,8.1,8,5.6,61.2
"Oman","Middle East",10.3,12,102.805,0.51,25.8,0.05,2.75,6.9,6.8,8.1,75.2
"Equatorial Guinea","Africa",72.1,100.2,326.2985,8.95,23.8,4.43,1.08,8.6,8.6,5.5,56.6
